Title	Author	Date	Content	Label
climate tech brings in billion where’s it going	Stephen Lacey 	September 09, 2021	world venture capital climate tech hot gets first two quarters climate tech companies raised b vcs new designated funds announced regularly startup valuations sky high times frothy never better time climate tech entrepreneur easy get lost noise hard data say much investment talking really coming going tell founders operate grow businesses answer questions shayle turns toclimate tech vc leading newsletter climate innovation cofounderskimberly zouandsophie purdomhavegathered crunched data new report sophie sustainability business practitioner earlystage climate investor cofounder microbial fertilizer company kula bio kimberly investor energy impact partners shayle partner shayle sophie kimberly define space look hotspots discuss influx capital coming also sure check thejob boardandinvestor listthat clean tech vc maintains interchange brought hitachi abb power grids building renewable plant looking battery energy storage system thinking integrate renewables gridhitachi abb power gridsis choice interchange brought bylongi solar world ’ leading solar technology company global market leader longi unmatched bankability quality performance validated thirdparty laboratories breakthrough innovation wafer module level	green_tech
the climate workhorse extremely cheap clean electricity	Stephen Lacey 	September 02, 2021	path deep decarbonization doesnt involve clean power sector path clean power sector doesnt involve deploying massive amounts wind solar lithiumion batteriesthose three technologies dont solve entire problem climate change workhorses power broader multisector decarbonization approachthe power sector around quarter greenhouse gas emissions netzero electricity sector key unlocks host decarbonization pathways hydrogen carbon removal transportationso exactly happening utilityscale renewables market cheap resources really might hold back work think might could unlockthis week shayle kann sits sheldon kimber ceo intersect power intersect one largest developers owners utilityscale clean power storage america sheldon long history sector brought discuss ’ headedthe interchange brought hitachi abb power grids building renewable plant looking battery energy storage system thinking integrate renewables gridhitachi abb power gridsis choicethe interchange brought bylongi solar world ’ leading solar technology company global market leader longi unmatched bankability quality performance validated thirdparty laboratories breakthrough innovation wafer module level three technologies dont solve entire problem climate change workhorses power broader multisector decarbonization approach power sector around quarter greenhouse gas emissions netzero electricity sector key unlocks host decarbonization pathways hydrogen carbon removal transportation exactly happening utilityscale renewables market cheap resources really might hold back work think might could unlock week shayle kann sits sheldon kimber ceo intersect power intersect one largest developers owners utilityscale clean power storage america sheldon long history sector brought discuss ’ headed interchange brought hitachi abb power grids building renewable plant looking battery energy storage system thinking integrate renewables gridhitachi abb power gridsis choice interchange brought bylongi solar world ’ leading solar technology company global market leader longi unmatched bankability quality performance validated thirdparty laboratories breakthrough innovation wafer module level	green_tech
why this ipcc climate report is different	Stephen Lacey 	August 30, 2021	world ’ scrutinized peerreviewed document ipcc report climate changethousands scientists spent decades pouring every measurement research report knownthe findings clearer ever “ virtually certain ” increases extreme temperatures droughts caused human activitythe economic human toll climate change report different previous ipcc reportsplus push hydrogen real pathway aclever way lock emissions ’ look debate “ blue ” hydrogen emissionsand far politics climatereally shifted washington change tone mean boost actionkatherine hamilton ed crooks stephen lacey week ’ cohoststhe energy gang wood mackenzie podcastthe energy gang brought sungrow leading provider pv inverter solutions across world sungrow delivered gigawatts inverters americas alone gigawatts total across globe email learn morethe energy gang brought sc electric company today nonwires alternatives microgrids provide sustainable resilient economical ways deliver reliable power sc helps utilities commercial customers find best solutions meet energy needslearn thousands scientists spent decades pouring every measurement research report knownthe findings clearer ever “ virtually certain ” increases extreme temperatures droughts caused human activity economic human toll climate change report different previous ipcc reports plus push hydrogen real pathway aclever way lock emissions ’ look debate “ blue ” hydrogen emissions far politics climatereally shifted washington change tone mean boost action katherine hamilton ed crooks stephen lacey week ’ cohosts energy gang wood mackenzie podcast energy gang brought sungrow leading provider pv inverter solutions across world sungrow delivered gigawatts inverters americas alone gigawatts total across globe email learn energy gang brought sc electric company today nonwires alternatives microgrids provide sustainable resilient economical ways deliver reliable power sc helps utilities commercial customers find best solutions meet energy needslearn	green_tech
why fertilizer is such a big climate problem	Stephen Lacey 	August 26, 2021	nobel prize chemistry awarded german man named fritz haber process fix nitrogen air technique later became known haberbosch process probably one four five important inventions last century nitrogen feeds crops population boomed th century nitrogen fertilizer became core fuel food system estimated fed half worlds population nitrogen fertilizer incredibly important still produce vast majority fertilizer using process sorts ramifications less ideal farmers crops addition become major source global warming pollution around percent emissions include production application nitrogen fertilizer big climate issue big ag issue one company nitricity unique technology produce nitrogen fertilizer pointofuse using air water electricity episode shayle talks nico pinkowski companys ceo cofounder world nitrogen fertlizer capture lightning bottle let farmers take control key resource podcast production wood mackenzie interchange brought hitachi abb power grids building renewable plant looking battery energy storage system thinking integrate renewables gridhitachi abb power gridsis choice interchange brought bylongi solar world ’ leading solar technology company global market leader longi unmatched bankability quality performance validated thirdparty laboratories breakthrough innovation wafer module level	green_tech
as profits rise oil majors face new pressures	Stephen Lacey 	August 13, 2021	started covid pandemic negative oil prices today benchmark prices top oil companies reporting billions dollars profitsand ismore scrutiny everon ’ going spend moneyactivist shareholders starting get climate champions oil major board seats notably climate tech investor former wind executive andy karsner exxon mobil ’ boarda dutch court forcing shell reduce emissions products successful lawsuit environmental groups oil executives lawyers speed dialand big asset managers like blackrock lend many world ’ energy giants scrutinizing climate plansso amount oil markets rebounded crooks vice chair americas wood mackenzie joins us week discussplus ’ talk abouta new report cardon america ’ infrastructure ’ slight improvement grade still pretty awfuland carbon offsetsare going flames literally comes next forestry offsetsthe energy gang brought sungrow leading provider pv inverter solutions across world sungrow delivered gigawatts inverters americas alone gigawatts total across globe email learn morethe energy gang brought sc electric company today nonwires alternatives microgrids provide sustainable resilient economical ways deliver reliable power sc helps utilities commercial customers find best solutions meet energy needslearn ismore scrutiny everon ’ going spend money activist shareholders starting get climate champions oil major board seats notably climate tech investor former wind executive andy karsner exxon mobil ’ board dutch court forcing shell reduce emissions products successful lawsuit environmental groups oil executives lawyers speed dial big asset managers like blackrock lend many world ’ energy giants scrutinizing climate plans amount oil markets rebound ed crooks vice chair americas wood mackenzie joins us week discuss plus ’ talk abouta new report cardon america ’ infrastructure ’ slight improvement grade still pretty awful carbon offsetsare going flames literally comes next forestry offsets energy gang brought sungrow leading provider pv inverter solutions across world sungrow delivered gigawatts inverters americas alone gigawatts total across globe email learn energy gang brought sc electric company today nonwires alternatives microgrids provide sustainable resilient economical ways deliver reliable power sc helps utilities commercial customers find best solutions meet energy needslearn	green_tech
the big moment for carbon accounting	Stephen Lacey 	August 13, 2021	carbon accounting disclosure getting attention highest levelsgary gensler chairman sec said july think updates public company disclosures fund disclosures climate could bring needed transparency capital markets comes disclosure investors told us want ’ time commission take batongensler directed sec staff pull together rulemaking proposal mandatory corporate climate risk disclosure end year could watershed action speakthe world enterprise carbon accounting management disclosure garnering lot attention particularly silicon valley circles ’ sexy sector also early one carbon accounting seen limited adoption date current form often led consultants pretty highlevel annual surveyswill become next big enterprise software vertical maybe first truly atscale software sector climate techshayle joined bytaylor francis cofounder watershed one wellregarded emergent players enterprise carbon management sectortaylor founding team spun stripe building internal tools help companies follow suit theyve since raised capital sequoia kleiner perkins along cofounders stripe themselvestaylor really thoughtful approach market companies going need enter quicklyevolving world enterprise carbon managementthe interchange brought hitachi abb power grids building renewable plant looking battery energy storage system thinking integrate renewables gridhitachi abb power gridsis choicethe interchange brought bylongi solar world ’ leading solar technology company global market leader longi unmatched bankability quality performance gary gensler chairman sec said july think updates public company disclosures fund disclosures climate could bring needed transparency capital markets comes disclosure investors told us want ’ time commission take baton gensler directed sec staff pull together rulemaking proposal mandatory corporate climate risk disclosure end year could watershed action speak world enterprise carbon accounting management disclosure garnering lot attention particularly silicon valley circles ’ sexy sector also early one carbon accounting seen limited adoption date current form often led consultants pretty highlevel annual surveys become next big enterprise software vertical maybe first truly atscale software sector climate tech shayle joined bytaylor francis cofounder watershed one wellregarded emergent players enterprise carbon management sector taylor founding team spun stripe building internal tools help companies follow suit theyve since raised capital sequoia kleiner perkins along cofounders stripe taylor really thoughtful approach market companies going need enter quicklyevolving world enterprise carbon management interchange brought hitachi abb power grids building renewable plant looking battery energy storage system thinking integrate renewables gridhitachi abb power gridsis choice interchange brought bylongi solar world ’ leading solar technology company global market leader longi unmatched bankability quality performance	green_tech
the crypto vs climate showdown	Stephen Lacey 	August 06, 2021	great debate crypto mining vs climate two campsfirst crypto enthusiasts like square say things likebitcoin key abundant clean energy futureand energy wonks point bitcoin mining country wouldalready top total energy consumption rivaling ukrainethe energy camp tends dismiss crypto enthusiasts ’ thinking ’ skeptical crypto mines could assets decarbonizing grid rather strain itso cut noise shayle spoke tonick grossman partner respected venture capital firm union square ventures usv largest early investor coinbase currently b market capitalization usv gone big climate tech raised specific climate fund nick straddles crypto climate worlds hes perfect person help make sense madnessnick shayle break basics crypto currencies energybacked assets examine argument crypto mines improve economics renewables always willing buy cheap renewable power turn helps finance overbuilding renewable projects help meet peak demand thinking goesbut intermittent renewables improve economics crypto mines words profitable mine intermittentlythey also discuss green bitcoin certificates alternatives energyintensive proofofwork crypto security model proof stake proof spacetime proof locationand evaluate shayle ’ surely serious startup pitch match crypto mines seasonal renewables put mines barges shuttle back forth renewable projects northern southern hemispheresthe interchange brought hitachi abb power grids building renewable plant looking battery energy storage system thinking integrate renewables gridhitachi abb power gridsis choicethe interchange brought bylongi solar world ’ leading solar technology company global market leader longi unmatched bankability quality performance validated thirdparty laboratories breakthrough innovation wafer module level first crypto enthusiasts like square say things likebitcoin key abundant clean energy future energy wonks point bitcoin mining country wouldalready top total energy consumption rivaling ukraine energy camp tends dismiss crypto enthusiasts ’ thinking ’ skeptical crypto mines could assets decarbonizing grid rather strain cut noise shayle spoke tonick grossman partner respected venture capital firm union square ventures usv largest early investor coinbase currently b market capitalization usv gone big climate tech raised specific climate fund nick straddles crypto climate worlds hes perfect person help make sense madness nick shayle break basics crypto currencies energybacked assets examine argument crypto mines improve economics renewables always willing buy cheap renewable power turn helps finance overbuilding renewable projects help meet peak demand thinking goes intermittent renewables improve economics crypto mines words profitable mine intermittently also discuss green bitcoin certificates alternatives energyintensive proofofwork crypto security model proof stake proof spacetime proof location evaluate shayle ’ surely serious startup pitch match crypto mines seasonal renewables put mines barges shuttle back forth renewable projects northern southern hemispheres interchange brought hitachi abb power grids building renewable plant looking battery energy storage system thinking integrate renewables gridhitachi abb power gridsis choice interchange brought bylongi solar world ’ leading solar technology company global market leader longi unmatched bankability quality performance validated thirdparty laboratories breakthrough innovation wafer module level	green_tech
what emerging climate tech sectors are ready for growth	Stephen Lacey 	August 03, 2021	years rd commercial proof hundreds billions institutional dollars pouring nowconventional tech like wind solar batteries ’ whole class technologies ready scale investors increasingly ready back heard previous show record billion venture capital going climate tech money dropping space highest impact areas commercial viability still need significant breakthroughs guest cohost week isnneka uzoh kibuule senior vice president aligned climate capital joins stephen katherine talk sectors sees promise shell also talk thelaunchof greentech noir organization helps black professionals grow career connections across clean energy smart cities transportation infrastructure environmental justice energy gang brought sungrow leading provider pv inverter solutions across world sungrow delivered gigawatts inverters americas alone gigawatts total across globeemail learn energy gang brought sc electric company today nonwires alternatives microgrids provide sustainable resilient economical ways deliver reliable power sc helps utilities commercial customers find best solutions meet energy needslearn	green_tech
the crypto vs climate showdown	Stephen Lacey 	August 06, 2021	great debate crypto mining vs climate two campsfirst crypto enthusiasts like square say things likebitcoin key abundant clean energy futureand energy wonks point bitcoin mining country wouldalready top total energy consumption rivaling ukrainethe energy camp tends dismiss crypto enthusiasts ’ thinking ’ skeptical crypto mines could assets decarbonizing grid rather strain itso cut noise shayle spoke tonick grossman partner respected venture capital firm union square ventures usv largest early investor coinbase currently b market capitalization usv gone big climate tech raised specific climate fund nick straddles crypto climate worlds hes perfect person help make sense madnessnick shayle break basics crypto currencies energybacked assets examine argument crypto mines improve economics renewables always willing buy cheap renewable power turn helps finance overbuilding renewable projects help meet peak demand thinking goesbut intermittent renewables improve economics crypto mines words profitable mine intermittentlythey also discuss green bitcoin certificates alternatives energyintensive proofofwork crypto security model proof stake proof spacetime proof locationand evaluate shayle ’ surely serious startup pitch match crypto mines seasonal renewables put mines barges shuttle back forth renewable projects northern southern hemispheresthe interchange brought hitachi abb power grids building renewable plant looking battery energy storage system thinking integrate renewables gridhitachi abb power gridsis choicethe interchange brought bylongi solar world ’ leading solar technology company global market leader longi unmatched bankability quality performance validated thirdparty laboratories breakthrough innovation wafer module level first crypto enthusiasts like square say things likebitcoin key abundant clean energy future energy wonks point bitcoin mining country wouldalready top total energy consumption rivaling ukraine energy camp tends dismiss crypto enthusiasts ’ thinking ’ skeptical crypto mines could assets decarbonizing grid rather strain cut noise shayle spoke tonick grossman partner respected venture capital firm union square ventures usv largest early investor coinbase currently b market capitalization usv gone big climate tech raised specific climate fund nick straddles crypto climate worlds hes perfect person help make sense madness nick shayle break basics crypto currencies energybacked assets examine argument crypto mines improve economics renewables always willing buy cheap renewable power turn helps finance overbuilding renewable projects help meet peak demand thinking goes intermittent renewables improve economics crypto mines words profitable mine intermittently also discuss green bitcoin certificates alternatives energyintensive proofofwork crypto security model proof stake proof spacetime proof location evaluate shayle ’ surely serious startup pitch match crypto mines seasonal renewables put mines barges shuttle back forth renewable projects northern southern hemispheres interchange brought hitachi abb power grids building renewable plant looking battery energy storage system thinking integrate renewables gridhitachi abb power gridsis choice interchange brought bylongi solar world ’ leading solar technology company global market leader longi unmatched bankability quality performance validated thirdparty laboratories breakthrough innovation wafer module level	green_tech
what emerging climate tech sectors are ready for growth	Stephen Lacey 	August 03, 2021	years rd commercial proof hundreds billions institutional dollars pouring nowconventional tech like wind solar batteries ’ whole class technologies ready scale investors increasingly ready back heard previous show record billion venture capital going climate tech money dropping space highest impact areas commercial viability still need significant breakthroughs guest cohost week isnneka uzoh kibuule senior vice president aligned climate capital joins stephen katherine talk sectors sees promise shell also talk thelaunchof greentech noir organization helps black professionals grow career connections across clean energy smart cities transportation infrastructure environmental justice energy gang brought sungrow leading provider pv inverter solutions across world sungrow delivered gigawatts inverters americas alone gigawatts total across globeemail learn energy gang brought sc electric company today nonwires alternatives microgrids provide sustainable resilient economical ways deliver reliable power sc helps utilities commercial customers find best solutions meet energy needslearn	green_tech
form energy unveils its ironair battery	Stephen Lacey 	July 30, 2021	back mateo jaramilloleft tesla leading stationary energy storage business started looking new challenge tackle took longduration energy storage long duration like hours hours days weeks came showto talk ithe formed company form energy toiling problem stealth mode apart saying building metal air battery team held technology close vestthat last weekthe company announced series financing led arcelormittal worlds largest steelmaker process finally made public technology iron air chemistryfull disclosure shayle led energy impact partners ’ investment formshayle mateo discuss technology counterintuitive economics mateo believes make work also examine beat alternatives might complement efficient expensive lithiumion turns financial modeling far important spec sheets understanding tradeoffsthey tackle critical question exactly profitable applications technology hit high renewablesthey also talk semantics longduration storage vs multiday storage mateo hates holy grails potential partnerships tofu companiesthe interchange brought hitachi abb power grids building renewable plant looking battery energy storage system thinking integrate renewables gridhitachi abb power gridsis choicethe interchange brought bylongi solar world ’ leading solar technology company global market leader longi unmatched bankability quality performance validated thirdparty laboratories breakthrough innovation wafer module level formed company form energy toiling problem stealth mode apart saying building metal air battery team held technology close vest last weekthe company announced series financing led arcelormittal worlds largest steelmaker process finally made public technology iron air chemistry full disclosure shayle led energy impact partners ’ investment form shayle mateo discuss technology counterintuitive economics mateo believes make work also examine beat alternatives might complement efficient expensive lithiumion turns financial modeling far important spec sheets understanding tradeoffs tackle critical question exactly profitable applications technology hit high renewables also talk semantics longduration storage vs multiday storage mateo hates holy grails potential partnerships tofu companies interchange brought hitachi abb power grids building renewable plant looking battery energy storage system thinking integrate renewables gridhitachi abb power gridsis choice interchange brought bylongi solar world ’ leading solar technology company global market leader longi unmatched bankability quality performance validated thirdparty laboratories breakthrough innovation wafer module level	green_tech
